Code,Title,Points1_2019,Points2_2019,Points1_2020,Points2_2020,Points1_2021,Points2_2021
TR091,General Nursing (Meath and St James`s)             ,393,420,429,455,462   ,456
TR093,General Nursing (Adelaide School of Nursing)       ,378,409,414,441,473  ,
TR095,Mental Health Nursing,358,377,408,430,442   ,
TR097,Intellectual Disability Nursing,346,350,378,398,412   ,410
TR111,Ancient History and Archaeology/Geography,,,352,429,,
TR112,Ancient History and Archaeology/History,,,529,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,,337,477,,
TR114,Ancient History and Archaeology/Modern Language,,,337,420,,
TR117,Ancient History and Archaeology/Religion,,,342,368,,
TR166,Classical Civilisation/English Literature,,,496,523,,
TR173,Classical Civilisation/History of Art and Architecture,,,335,466,,
TR177,Classical Civilisation/Modern Language,,,335,536,,
TR179,Classical Civilisation/Philosophy,,,479,518,,
TR198,Economics/Geography,,,534,552,,
TR202,Economics/History,,,534,566,,
TR207,Economics/Mathematics,,,566,601,,
TR208,Economics/Modern Language,,,534,578,,
TR209,Economics/Philosophy,,,534,576,,
TR212,Economics/Sociology,,,534,541,,
TR228,Classical Languages/English Literature,,,498,533,,
TR231,Classical Languages/History of Art and Architecture,,,349,444,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,349,566,,
TR239,Classical Languages/Modern Language,,,349,349,,
TR262,English Literature/History,,,529,552,,
TR263,English Literature/History of Art and Architecture,,,497,533,,
TR269,English Literature/Philosophy,,,495,532,,
TR272,English Literature/Sociology,,,498,519,,
TR276,English Literature/Drama Studies,,,476,530,,
TR277,English Literature/Modern Language,,,489,543,,
TR311,Film/Drama Studies,,,521,557,,
TR312,Film/English Literature,,,521,541,,
TR320,Film/Music,,,521,555,,
TR322,Geography/History,,,529,555,,
TR323,Drama Studies/Modern Language,,,473,551,,
TR324,Film/Modern Language,,,521,544,,
TR325,Film/History,,,529,625,,
TR326,Geography/Modern Language,,,352,440,,
TR332,Geography/Sociology,,,496,520,,
TR443,History/History of Art and Architecture,,,529,532,,
TR447,History/Modern Language,,,529,554,,
TR449,History/Philosophy,,,529,543,,
TR452,History/Sociology,,,529,534,,
TR454,History/Religion,,,529,534,,
TR455,History of Art and Architecture/Modern Language,,,334,454,,
TR479,History of Art and Architecture/Philosophy,,,485,555,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,337,473,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,335,543,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,529,555,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,335,451,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,342,,,
TR597,Mathematics/Modern Language,,,566,625,,
TR598,Mathematics/Music,,,566,,,
TR599,Mathematics/Philosophy,,,566,589,,
TR629,Music/Philosophy,,,499,,,
TR635,Music/Drama Studies,,,473,487,,
TR636,Music/Modern Language,,,388,455,,
TR638,Music/Religion,,,388,440,,
TR639,Philosophy/Modern Language,,,499,613,,
TR662,Philosophy/Sociology,,,499,531,,
TR663,Religion/Classical Civilisation,,,342,591,,
TR664,Religion/English Literature,,,498,565,,
TR665,Religion/History of Art and Architecture,,,342,452,,
TR666,Religion/Modern Language,,,,,,
TR667,French/Modern Language,,,403,478,,
TR668,German/Modern Language,,,389,465,,
TR669,Irish/Modern Language,,,368,473,,
TR670,Italian/Modern Language,,,381,466,,
TR671,Russian/Modern Language,,,332,494,,
TR672,Spanish/Modern Language,,,336,488,,
TR755,Sociology/Drama Studies,,,498,543,,
TR756,Sociology/Modern Language,,,495,510,,
TR911,Children`s and General Nursing (Integrated),476,487,499,521,531  ,
TR913,Midwifery,423,462,473,508,521   ,
TU801,Biomedical Design,,,235,381,235   ,
TU802,Electrical Services and Energy Management          ,,,300,352,309   ,
TU803,Electronic Engineering,,,243,337,,
TU804,Engineering (Common Entry with Award options),,,271,338,270   ,
TU805,Engineering (General Entry)                        ,,,402,466,466   ,465
TU806,Sustainable Energy Engineering,,,262,318,,
TU807,Computer Engineering in Mobile Systems             ,,,276,305,274   ,
TU808,Engineering Software,,,260,339,,
TU809,Mechanical Engineering,,,235,347,,
TU810,Mechatronic Engineering                            ,,,271,312,271   ,
TU811,Product Design                                     ,,,411,444,440   ,434
TU812,"Design,Technology and Innovation",,,270,350,278   ,
TU813,Automation Engineering,,,218,339,,
TU814,Sustainable Transport Management                   ,,,251,372,253   ,253
TU828,Mechanical Engineering (General Entry)             ,,,,,300   ,
TU829,Electronic Engineering (General Entry)             ,,,,,248   ,248
TU831,Architectural Technology,,,410,444,423   ,
TU832,Architecture (Suitability Test and Interview),,,622,658,644  ,638
TU833,Construction Management                            ,,,367,404,396   ,
TU834,Geographic Science                                 ,,,288,357,315   ,
TU835,Planning and Environmental Management              ,,,313,349,330   ,
TU836,Property Economics (Valuation Surveying)           ,,,401,433,411   ,
TU837,Quantity Surveying and Construction Economics,,,385,418,413   ,
TU838,Sustainable Timber Technology                      ,,,,,307   ,271
TU851,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,349,419,400   ,
TU852,Chemical Sciences with Medicinal Chemistry,,,476,498,477   ,
TU854,Science (General Entry)                            ,,,476,495,510   ,
TU855,Science with Nanotechnology                        ,,,319,368,322   ,
TU856,Computer Science                                   ,,,476,487,499   ,
TU857,Computer Science (Infrastructure),,,391,419,403   ,
TU858,Computer Science (International)                   ,,,377,424,395   ,
TU859,Computing                                          ,,,217,308,251   ,
TU860,Computing (Information Technology),,,260,329,270   ,
TU861,Computing with Language (French/German/Spanish)    ,,,308,348,235   ,235
TU862,Computing with Artificial Intelligence Machine Lea ,,,226,288,262   ,
TU863,Digital Forensics and Cyber Security               ,,,280,338,282   ,
TU864,DNA and Forensic Analysis                          ,,,390,429,500   ,441
TU865,Computing with IT Management,,,226,331,235   ,
TU866,Biomedical and Molecular Diagnostics               ,,,487,498,522   ,
TU867,Biomedical Science                                 ,,,524,542,576   ,566
TU868,Clinical Measurement Science                       ,,,510,520,542   ,
TU869,Environmental Health                               ,,,336,375,387   ,
TU870,Human Nutrition and Dietetics                      ,,,578,589,601  ,
TU871,Optometry                                          ,,,509,530,532   ,
TU872,Public Health Nutrition,,,491,512,487   ,
TU873,Industrial Mathematics,,,250,392,,
TU874,Mathematical Sciences                              ,,,343,407,294   ,294
TU875,Pharmaceutical Healthcare                          ,,,400,440,451   ,
TU876,Pharmaceutical Science,,,349,391,445   ,
TU877,Physics Technology,,,308,373,314   ,314
TU878,Physics with Energy and Environment                ,,,331,444,339   ,
TU879,Physics with Medical Physics and Bioengineering    ,,,351,403,346   ,
TU880,Physics with Data Science                          ,,,,,412   ,
TU881,Food Innovation                                    ,,,318,389,309   ,
TU882,Nutraceuticals in Health and Nutrition,,,397,442,380   ,
TU901,Business,,,270,307,,
TU902,Business (options)                                 ,,,271,359,270   ,
TU903,Business and Management,,,463,485,477   ,
TU904,Business and Law,,,462,487,462   ,
TU905,Economics and Finance                              ,,,465,488,460   ,
TU906,Human Resource Management,,,395,414,386   ,377
TU907,Logistics and Supply Chain Management              ,,,300,387,300   ,
TU908,Management,,,253,337,,
TU909,Accounting and Finance,,,285,326,,
TU910,Accounting and Finance,,,444,466,420   ,
TU911,Accounting and Finance,,,192,319,,
TU912,Business Analytics,,,330,366,331   ,311
TU913,Business and Information Technology,,,252,299,,
TU914,Business Computing                                 ,,,324,366,322   ,
TU915,International Business,,,252,302,,
TU916,International Business,,,235,337,,
TU917,Law (LLB ) with a Language                         ,,,342,433,356   ,
TU918,Law (LLB)                                          ,,,451,478,463   ,
TU919,Advertising and Marketing Communications           ,,,226,311,219   ,
TU920,Digital Marketing                                  ,,,270,318,270   ,
TU921,Digital Marketing Technologies,,,234,300,230   ,
TU922,Marketing,,,418,443,412   ,
TU923,Marketing Management,,,228,318,,
TU924,E-Commerce in Retailing,,,307,380,307   ,
TU925,Retail and Services Management                     ,,,301,362,307   ,
TU932,Business (options)                                 ,,,,,211   ,
TU933,Accounting and Finance (campus options)            ,,,,,251   ,
TU935,Sports Management and Coaching,,,300,347,300   ,
TU936,Sports Science and Health,,,391,419,484   ,
TU941,Botanical Cuisine,,,249,257,311   ,
TU942,Culinary Arts,,,212,340,252   ,
TU943,Culinary Entrepreneurship,,,279,357,261   ,
TU944,Culinary Science,,,316,379,336   ,
TU951,International Hospitality and Tourism Management,,,200,298,244   ,
TU952,International Hospitality Management               ,,,306,368,309   ,
TU953,Tourism and Digital Marketing,,,290,359,308   ,
TU954,Event Management,,,356,404,326   ,
TU955,Sports and Leisure Management                      ,,,217,347,275   ,
TU961,Commercial Modern Music,,,608,848,536  ,536
TU962,Drama (Performance),,,379,500,448  ,
TU963,Music,,,416,535,364  ,
TU965,International Business and Languages,,,346,413,357   ,
TU966,Languages and English Studies,,,434,466,,
TU967,Languages and International Tourism,,,326,388,298   ,
TU971,Contemporary Visual Culture,,,290,320,,
TU972,Creative and Cultural Industries,,,281,369,,
TU973,Design - Visual Communication (portfolio)          ,,,717,865,700  ,
TU974,Fine Art (portfolio)                               ,,,563,826,549  ,
TU975,Interior Design (portfolio)                        ,,,632,879,544  ,
TU976,Photography (portfolio)                            ,,,695,926,700  ,
TU978,Creative Industries and Visual Culture             ,,,,,299   ,
TU981,Creative Digital Media,,,282,318,280   ,
TU982,Creative Digital Media,,,311,352,369   ,
TU983,Film and Broadcasting                              ,,,451,484,462   ,453
TU984,Game Design,,,381,419,414   ,
TU985,Journalism,,,322,377,367   ,
TU986,Print Media Technology and Management,,,289,300,,
TU989,Early Childhood Care and Education (campus options ,,,,,270   ,
TU991,Applied Social Studies in Social Care,,,325,352,326   ,
TU992,Community and Youth Development,,,253,297,251   ,
TU993,Early Childhood Care and Education,,,270,311,,
TU994,Early Childhood Care and Education,,,230,304,,
TU995,Early Childhood Education                          ,,,367,409,378   ,
TU996,Social Care                                        ,,,400,419,407   ,
TU997,Applied Social Care,,,270,318,320   ,
WD001,Applied Computing (options),279,358,260,413,270   ,261
WD002,Science (options),302,377,308,388,279   ,
WD005,Health Sciences (options),288,347,280,338,271   ,
WD006,Exercise Sciences (options),282,337,280,359,270   ,
WD007,Engineering (options)                              ,287,382,288,409,270   ,270
WD025,Construction Management and Engineering,269,327,269,341,262   ,
WD027,Music                                              ,290,317,262,409,321  ,
WD048,Business (options)                                 ,278,357,271,371,279   ,
WD084,Accounting,307,403,308,411,308   ,
WD091,Hospitality Management                             ,210,281,228,310,225   ,
WD116,General Nursing                                    ,413,430,422,451,446   ,
WD117,Psychiatric Nursing,361,382,366,388,415   ,
WD120,Intellectual Disability Nursing,338,359,377,388,390   ,
WD134,International Business,289,350,290,362,267   ,
WD137,Design (Visual Communications)                     ,253,373,271,351,252   ,
WD140,Laws                                               ,290,352,280,367,280   ,
WD144,Architecture,283,385,284,359,309   ,
WD147,Pharmaceutical Science,298,363,293,390,288   ,
WD148,Tourism Marketing,269,338,,,,
WD149,Early Childhood Studies,288,336,271,368,,
WD150,Criminal Justice Studies                           ,271,311,270,331,280   ,
WD152,Visual Art,253,323,,317,243   ,
WD161,Computer Forensics and Security                    ,262,401,255,380,270   ,
WD162,Quantity Surveying,260,320,216,306,226   ,
WD163,Psychology,390,429,434,473,456   ,
WD186,Sports Coaching and Performance                    ,276,327,270,344,261   ,
WD187,Social Science                                     ,271,321,272,348,276   ,
WD191,Agricultural Science,378,421,377,420,377   ,
WD192,Social Care Practice                               ,279,323,270,326,271   ,
WD193,Marketing and Digital Media,290,358,271,347,279   ,
WD194,Culinary Arts,235,331,217,321,237   ,
WD195,Architectural and Building Information Modelling Technology,266,305,279,367,279   ,
WD200,Arts (options)                                     ,221,296,,336,201   ,201
WD210,Software Systems Development,271,329,279,337,260   ,
WD211,Creative Computing,275,322,271,318,270   ,
WD212,Recreation and Sport Management,274,311,270,349,262   ,
WD230,Mechanical and Manufacturing Engineering,273,348,253,369,230   ,230
WD231,Early Childhood Care and Education                 ,,,,,266   ,
WD232,Business Information Systems                       ,,,,,261   ,261   
