,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
tests_per_case,-0.3208208417211759,-0.28883673873024324,-0.31273345531797164,-0.2315502607063341,-0.16726232662595672,-0.217443552861027,-0.3208208416381052,-0.28883672682625045,-0.3127334342456356,-0.2315502398750443,-0.16726108900933392,-0.21744183826720762,0.0004011147801672959,-0.3216014541296577,-0.32160230317552957,-0.3071407130304089,-0.30714051451562785,-0.07985002926236638,-0.07985096060844285,-0.09569625727409171,-0.09569593996173723,-0.3460862486416719,-0.32769552382125516,-0.3276955207935402,-0.34609302159032274,-0.36569198395364105,-0.3656945690223396,-0.39159742629601996,1.0,-0.2428683000396459,-0.24691421430479887,-0.23511295908782626,-0.11475572815331357,-0.17825481864381365,-0.19074292111964422,-0.24286783297753373,-0.24691335315795654,-0.23511376039023804,-0.11475314605186031,-0.1907415461360797,-0.16003614577601263,-0.16006700099579932,-0.24739120306633924,,,,,,,,,,,,,,,,0.0072367128546447475,0.03312006371567874,-0.03605523806810784,0.007236712854644797
total_vaccinations,0.8841993750520657,0.44503800828231654,0.45885184610346896,0.7809706829038214,-0.1621623819013607,-0.22152210541114004,0.8841993753327189,0.44503803245006496,0.45885179829031997,0.7809707218599794,-0.1621627459031301,-0.22152267618656168,0.042238911562124,-0.030373318080330308,-0.030372311393632445,-0.11427156041013366,-0.11427174722212634,0.0016969402201293677,0.0017036562661372316,0.04062307646795518,0.04062309088612047,0.6656081208904296,0.9102429783261295,0.9102429836824835,0.6656004143450767,0.69699714750527,0.6969938522379261,0.2711912186023046,-0.2428683000396459,1.0,0.9943940323681242,0.9940998084307704,0.49648749891338567,0.5256318422709225,0.5700880434321038,0.9999999993457617,0.9943938363731089,0.9940990609098869,0.4964772195215796,0.5700879206246533,0.3192919247312667,0.3193350260486407,-0.5113921564189909,,,,,,,,,,,,,,,,-0.029193608049718503,-0.0176584156619355,-0.02568856813624255,-0.029193608049718548
people_vaccinated,0.8927469059516957,0.4111932594343035,0.42492725379566565,0.8140272847981791,-0.17255759407376925,-0.23547301511380134,0.8927469062089796,0.41119328403910815,0.42492720489071967,0.8140273061887954,-0.17255813904855333,-0.2354737722832424,0.03387816918452285,-0.042817370911602766,-0.042816194580055554,-0.13278593221750068,-0.13278613128671476,-0.0006869558570338529,-0.0006807602001498821,0.03401786819056196,0.034017863384111106,0.6713868686976636,0.9214222326226542,0.9214222354206396,0.6713788472052302,0.704723114401511,0.7047204988212655,0.23764743375931474,-0.24691421430479887,0.9943940323681242,1.0,0.9782820592277849,0.44408141889426217,0.5951896269863587,0.6433772072759218,0.9943938799262771,0.9999999976063007,0.9782805685782902,0.44407170586986977,0.6433771269523678,0.40692019278368874,0.40695736192716847,-0.5004533623341941,,,,,,,,,,,,,,,,-0.020803315899304023,-0.013832634740565754,-0.026709035215686586,-0.020803315899304082
people_fully_vaccinated,0.8567498886635679,0.4587971066687682,0.47257988640263937,0.7340834410335285,-0.1516595305332249,-0.208367926953657,0.8567498889776093,0.4587971296260695,0.47257983896476463,0.7340834972436556,-0.15165979846578254,-0.20836901058877377,0.05046915729496754,-0.01758337503912086,-0.017582607813571145,-0.09358610243483059,-0.09358627979947215,0.004821115898723852,0.004828253587529668,0.047304190525037,0.04730420861844634,0.6451527755449722,0.8832836886481445,0.8832836957605196,0.6451454095394837,0.674456902852325,0.674452704743747,0.2926933970001096,-0.23511295908782626,0.9940998084307704,0.9782820592277849,1.0,0.5040245959152908,0.44628648429330753,0.48791795130037185,0.994099867851878,0.9782815900858938,0.9999999972293918,0.5040135154603669,0.4879177388764521,0.22796751367989448,0.22801485452703948,-0.5176104400190839,,,,,,,,,,,,,,,,-0.03840592521275259,-0.0218406658620632,-0.024265526401730613,-0.03840592521275263
total_boosters,0.5111883058811847,0.5618790086589014,0.5700034560582233,0.3204512049793736,-0.0215756226768015,-0.018062504123553227,0.5111883058451129,0.5618790262615654,0.5700034510178877,0.32045127005024976,-0.021573836860561364,-0.018052224599066066,0.04635641725859633,0.013633072956397159,0.013634002302384015,-0.008142065519580374,-0.00814204830660979,-0.0041401158329393475,-0.004134996100137376,0.03436188035940215,0.034362150193962666,0.3969629560834492,0.466454153860052,0.46645418376690456,0.3969608609314442,0.40290756642445774,0.40290859378459815,0.3911319897730507,-0.11475572815331357,0.49648749891338567,0.44408141889426217,0.5040245959152908,1.0,0.07721939433658725,0.06944747046717686,0.4964890498887367,0.4440816089402529,0.5040268113520728,0.9999998254297254,0.06944819239464094,-0.12514825977026395,-0.12508652534073866,-0.2765816420449276,,,,,,,,,,,,,,,,-0.028929909120967653,-0.014910782308021986,-0.008981751152598747,-0.02892990912096767
new_vaccinations,0.5892222854670642,0.10853927153937994,0.11648637999570667,0.6969592928530565,-0.10436631009064598,-0.18547240743569016,0.5892222851062863,0.10853932158994968,0.11648633326011781,0.6969592432563981,-0.10436962044090105,-0.18547159842579378,0.002985351488442568,-0.10955348209705427,-0.10955088582519269,-0.1851761012924733,-0.18517626757359917,-0.09176912622004808,-0.0917675430787706,-0.0794134763969876,-0.07941356844576557,0.46630086602518744,0.6118141494763228,0.6118141429155521,0.4662922393699342,0.49055894509508435,0.4905578316223216,-0.018425655850991925,-0.17825481864381365,0.5256318422709225,0.5951896269863587,0.44628648429330753,0.07721939433658725,1.0,0.9354235461992112,0.5256313521256489,0.5951906023806972,0.44627672867248774,0.07721953040321924,0.9354245596139532,0.8377754836679853,0.8377904929344447,-0.20228880702414553,,,,,,,,,,,,,,,,0.04539618927595177,0.017587250216805617,-0.034535011027140496,0.04539618927595178
new_vaccinations_smoothed,0.6287134013790364,0.10786540356805191,0.11870456492706596,0.7424132757459719,-0.15328487656064899,-0.20085200853498966,0.6287134011791831,0.10786542795032239,0.11870451437672122,0.7424132004988412,-0.15328642448704866,-0.20085110925635288,-0.0017614930847347967,-0.11970954853795485,-0.11970656454379487,-0.20155647867721105,-0.20155663988063094,-0.01856275177025493,-0.01856103930488036,-0.01792045573063138,-0.01792058091741741,0.4927632256109179,0.6552360704953635,0.6552360642843441,0.49275473686048354,0.5236375239508536,0.5236358185728353,-0.022344314935195456,-0.19074292111964422,0.5700880434321038,0.6433772072759218,0.48791795130037185,0.06944747046717686,0.9354235461992112,1.0,0.5700873932337336,0.6433788983275299,0.48791174681488514,0.06944707815975748,0.9999999981350637,0.8943936807815348,0.8944123433516772,-0.23062750864733858,,,,,,,,,,,,,,,,0.053732169686908145,0.022606380012202044,-0.02270536381284139,0.053732169686908124
total_vaccinations_per_hundred,0.8841992100493152,0.4450375144326239,0.4588526246880233,0.7809701836552232,-0.162162855190864,-0.22152300116537982,0.8841992103299802,0.4450375386006696,0.45885257687389047,0.7809702226096809,-0.16216321931028863,-0.2215235717371119,0.04223857460779004,-0.03037344423056496,-0.030372437515775026,-0.11427149735354215,-0.1142716841651369,0.0016985885025807743,0.001705304664411556,0.0406257790020706,0.04062579341955092,0.6656073138570554,0.9102427190317607,0.9102427243882674,0.6655996075386472,0.6969969629101859,0.6969936677272411,0.2711917320890569,-0.24286783297753373,0.9999999993457617,0.9943938799262771,0.994099867851878,0.4964890498887367,0.5256313521256489,0.5700873932337336,1.0,0.9943936841813367,0.994099120513052,0.49647876959425946,0.570087270489128,0.3192915439156339,0.31933464774227405,-0.5113926140752384,,,,,,,,,,,,,,,,-0.029192414854902708,-0.017657615964925023,-0.02568684039263533,-0.029192414854902746
people_vaccinated_per_hundred,0.8927466779372699,0.4111932865702454,0.4249287357499687,0.8140270057931409,-0.17256314336826717,-0.23547384996934562,0.8927466781945472,0.4111933111745464,0.42492868684788737,0.814027027182654,-0.17256368823395218,-0.23547460692213398,0.03387562935881822,-0.04281697226393844,-0.04281579587215343,-0.13278528507355317,-0.1327854841362799,-0.0006800346890634479,-0.0006738389168226166,0.03402593841948193,0.034025933636575696,0.6713857693209054,0.921421728989559,0.9214217317852337,0.6713777478187767,0.7047226612550809,0.7047200454443031,0.23764836130610204,-0.24691335315795654,0.9943938363731089,0.9999999976063007,0.9782815900858938,0.4440816089402529,0.5951906023806972,0.6433788983275299,0.9943936841813367,1.0,0.9782800990495633,0.44407189486178206,0.6433788182072914,0.40692271190674745,0.40695988108510195,-0.5004552669675705,,,,,,,,,,,,,,,,-0.02080624269893403,-0.013834012610929751,-0.026708344068961182,-0.020806242698934094
people_fully_vaccinated_per_hundred,0.8567505859313331,0.4587988673968018,0.47257961386242114,0.7340830300055408,-0.1516567925977985,-0.20836125351208945,0.8567505862453775,0.45879889036145405,0.47257956642278576,0.7340830862128012,-0.15165706041109595,-0.208362337083435,0.05046798034534345,-0.017575480162384985,-0.017574712868611585,-0.09358047359954713,-0.09358065098665691,0.004828256524068622,0.0048353940661236,0.04730896044672095,0.04730897852620588,0.64515053191506,0.8832835649458622,0.8832835720566722,0.6451431661019792,0.6744560332740124,0.6744518343207354,0.2926939760121834,-0.23511376039023804,0.9940990609098869,0.9782805685782902,0.9999999972293918,0.5040268113520728,0.44627672867248774,0.48791174681488514,0.994099120513052,0.9782800990495633,1.0,0.5040157269896387,0.4879115339615735,0.2279620057304271,0.22800935021175958,-0.5176082850752269,,,,,,,,,,,,,,,,-0.038397366574084,-0.021836205222284605,-0.024260906834617547,-0.03839736657408403
total_boosters_per_hundred,0.5111786986075602,0.5618817232255091,0.5699937448900525,0.320444372921756,-0.021542456824127344,-0.018061050279969036,0.5111786985714108,0.5618817407988115,0.5699937397966532,0.32044443797685285,-0.021540669580065945,-0.018050772883403073,0.04635797757033789,0.01361803408140585,0.013618963068187369,-0.008155419237161041,-0.008155401969733352,-0.004161081336991239,-0.004155961364111745,0.0343334631179546,0.034333732802945126,0.3969544904541495,0.4664444716916215,0.4664445015677616,0.396952398888488,0.40290770287418026,0.402908729259983,0.39112228560192164,-0.11475314605186031,0.4964772195215796,0.44407170586986977,0.5040135154603669,0.9999998254297254,0.07721953040321924,0.06944707815975748,0.49647876959425946,0.44407189486178206,0.5040157269896387,1.0,0.06944780171155325,-0.1251437386574329,-0.12508199021061936,-0.27658765303237365,,,,,,,,,,,,,,,,-0.028929272474083584,-0.0149104541734587,-0.008981553495431527,-0.028929272474083608
new_vaccinations_smoothed_per_million,0.6287109694523549,0.10786656454518541,0.11870524778755628,0.7424104280809031,-0.1532856270712002,-0.2008552004955939,0.6287109692524496,0.10786658892680609,0.11870519723946357,0.742410352832404,-0.15328717478626938,-0.2008543009820736,-0.0017595046672111956,-0.11971351482729319,-0.11971053092398946,-0.20155873008095213,-0.20155889127196605,-0.018564279662418776,-0.018562567177968874,-0.01791981272625762,-0.01791993791018485,0.4927631798426636,0.6552340847904655,0.6552340785802031,0.492754691079094,0.5236367461002579,0.5236350409307735,-0.02234411855890133,-0.1907415461360797,0.5700879206246533,0.6433771269523678,0.4879177388764521,0.06944819239464094,0.9354245596139532,0.9999999981350637,0.570087270489128,0.6433788182072914,0.4879115339615735,0.06944780171155325,1.0,0.8943931659726553,0.8944118283940438,-0.23062935792398206,,,,,,,,,,,,,,,,0.053729997445248694,0.022605147350546886,-0.02270533469580506,0.053729997445248694
new_people_vaccinated_smoothed,0.46108748101183766,-0.008059230653472749,0.00912925287630708,0.6300582281320632,-0.1199873719912914,-0.15878132120535549,0.46108748057242904,-0.00805921308014077,0.00912921620657675,0.6300581206279976,-0.11998965764891431,-0.15877859579680653,-0.02856093523702,-0.0621452499328273,-0.06214311216983066,-0.1524033413522388,-0.1524035265789976,-0.00973462498046855,-0.009732996708909014,-0.023611352483220684,-0.023611569561187734,0.3807406609886978,0.4745651447087225,0.4745651379802386,0.38073191834363485,0.4123526867048576,0.41235502930419166,-0.09286362361683913,-0.16003614577601263,0.3192919247312667,0.40692019278368874,0.22796751367989448,-0.12514825977026395,0.8377754836679853,0.8943936807815348,0.3192915439156339,0.40692271190674745,0.2279620057304271,-0.1251437386574329,0.8943931659726553,1.0,0.9999993771953593,-0.044989851908456516,,,,,,,,,,,,,,,,0.06858311023018493,0.03113248639113198,-0.02081084913441587,0.06858311023018497
new_people_vaccinated_smoothed_per_hundred,0.46115358912073207,-0.008006089312846165,0.009216624194690692,0.6301012167845487,-0.11996357769626077,-0.15867628356199837,0.4611535886813303,-0.008006071730158312,0.009216587548858042,0.6301011093234329,-0.11996586122530992,-0.15867356167997693,-0.028579302262548255,-0.06202745964467144,-0.06202532247476406,-0.152282377308925,-0.15228256273291887,-0.009704430626581436,-0.009702800909881544,-0.02360713795557844,-0.023607354879410552,0.38080039617379247,0.474622164096046,0.47462215736762486,0.3807916475105808,0.4124341639229997,0.41243651876540827,-0.09280010665789913,-0.16006700099579932,0.3193350260486407,0.40695736192716847,0.22801485452703948,-0.12508652534073866,0.8377904929344447,0.8944123433516772,0.31933464774227405,0.40695988108510195,0.22800935021175958,-0.12508199021061936,0.8944118283940438,0.9999993771953593,1.0,-0.04497015021426861,,,,,,,,,,,,,,,,0.06861069784549496,0.031147949026095897,-0.02076193527869924,0.0686106978454948
stringency_index,-0.29722200963224704,-0.07626793287121796,-0.06352721235326315,-0.20021777452670073,0.4084827662200494,0.5569775038636097,-0.2972220099648317,-0.0762679278532558,-0.06352717540968059,-0.20021782820723058,0.4084817665955151,0.5569787852252285,-0.08203921963638633,0.5425469269826422,0.542546155343513,0.5105151364271886,0.5105151287647097,0.11816430087649887,0.11815746269578029,0.0823583956355542,0.08235829992144733,-0.10886472900149537,-0.3386165050508873,-0.33861653009640813,-0.10885796590228562,-0.11175268393966803,-0.11174946613418545,0.21033967871622986,-0.24739120306633924,-0.5113921564189909,-0.5004533623341941,-0.5176104400190839,-0.2765816420449276,-0.20228880702414553,-0.23062750864733858,-0.5113926140752384,-0.5004552669675705,-0.5176082850752269,-0.27658765303237365,-0.23062935792398206,-0.044989851908456516,-0.04497015021426861,1.0,,,,,,,,,,,,,,,,0.07206600141324745,0.09259365487835244,0.08990051650901293,0.07206600141324754
population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
population_density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
median_age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_65_older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_70_older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gdp_per_capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extreme_poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cardiovasc_death_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes_prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
female_smokers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
male_smokers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwashing_facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hospital_beds_per_thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
life_expectancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human_development_index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excess_mortality_cumulative_absolute,0.014584918557644622,-0.04142539120330612,-0.03548936471602291,0.05181803624340988,-0.014195247291560723,0.05194436311497287,0.014584918646522999,-0.04142541321968952,-0.035489416627219814,0.051818043768799664,-0.014195251518805149,0.051943305146154785,-0.028466084256643046,0.030294673885910634,0.030296320473727444,0.010878956477292145,0.010878816704049847,0.14607779345080646,0.14607633216952304,0.07867705847923626,0.07867656239044389,0.03546949420446929,0.009229291305341248,0.009229260643914378,0.03545333734575231,0.030374608194752132,0.03036275953111733,-0.054981607569343026,0.0072367128546447475,-0.029193608049718503,-0.020803315899304023,-0.03840592521275259,-0.028929909120967653,0.04539618927595177,0.053732169686908145,-0.029192414854902708,-0.02080624269893403,-0.038397366574084,-0.028929272474083584,0.053729997445248694,0.06858311023018493,0.06861069784549496,0.07206600141324745,,,,,,,,,,,,,,,,1.0,0.7790947897336681,0.32699986802011655,0.9999999999999986
excess_mortality_cumulative,0.012000849727843778,-0.018297686843950223,-0.01352426030758189,0.05284180635845624,0.0050323011795334,0.07374012095197817,0.012000849575312634,-0.018297722368077536,-0.013524287824851466,0.05284180154546523,0.005032733155839266,0.0737370417831053,0.002930629996086052,0.02193050562251937,0.021932329762753718,0.01679572646221736,0.016795607978430275,0.1013651044922863,0.1013616535734231,0.053037314841016314,0.05303697044361161,0.04261164756751701,0.009027865889855952,0.009027854971889387,0.042598517158842775,0.03963019317904269,0.03962347846665666,-0.03967400734511174,0.03312006371567874,-0.0176584156619355,-0.013832634740565754,-0.0218406658620632,-0.014910782308021986,0.017587250216805617,0.022606380012202044,-0.017657615964925023,-0.013834012610929751,-0.021836205222284605,-0.0149104541734587,0.022605147350546886,0.03113248639113198,0.031147949026095897,0.09259365487835244,,,,,,,,,,,,,,,,0.7790947897336681,1.0,0.40914029393568013,0.7790947897336687
excess_mortality,-0.014001186196360342,-0.0025439400603349286,0.0035798875799742517,-0.016873449928862475,0.0667160975958055,0.2021238571092857,-0.01400118574052857,-0.0025439617515234567,0.0035799147943175206,-0.016873473620819306,0.06671444019855963,0.20212500268753086,-0.06511062472715165,0.11763813463611189,0.11763892746625337,0.10307320491000274,0.10307323126284253,0.1811186985216923,0.18111843625281673,0.11688964615767278,0.1168891922092379,-0.01630715824964757,-0.02496547725572699,-0.024965471429832558,-0.016312795324678508,-0.0012388169171717296,-0.001248734906729129,0.025659941064590894,-0.03605523806810784,-0.02568856813624255,-0.026709035215686586,-0.024265526401730613,-0.008981751152598747,-0.034535011027140496,-0.02270536381284139,-0.02568684039263533,-0.026708344068961182,-0.024260906834617547,-0.008981553495431527,-0.02270533469580506,-0.02081084913441587,-0.02076193527869924,0.08990051650901293,,,,,,,,,,,,,,,,0.32699986802011655,0.40914029393568013,1.0,0.3269998680201166
excess_mortality_cumulative_per_million,0.0145849185576445,-0.04142539120330617,-0.03548936471602296,0.05181803624340982,-0.014195247291560744,0.051944363114972913,0.014584918646523013,-0.041425413219689566,-0.03548941662721983,0.05181804376879965,-0.014195251518805145,0.05194330514615476,-0.028466084256643036,0.030294673885910638,0.030296320473727465,0.010878956477292182,0.010878816704049811,0.14607779345080651,0.14607633216952298,0.07867705847923598,0.07867656239044384,0.03546949420446932,0.009229291305341157,0.00922926064391432,0.035453337345752255,0.030374608194752073,0.030362759531117233,-0.05498160756934302,0.007236712854644797,-0.029193608049718548,-0.020803315899304082,-0.03840592521275263,-0.02892990912096767,0.04539618927595178,0.053732169686908124,-0.029192414854902746,-0.020806242698934094,-0.03839736657408403,-0.028929272474083608,0.053729997445248694,0.06858311023018497,0.0686106978454948,0.07206600141324754,,,,,,,,,,,,,,,,0.9999999999999986,0.7790947897336687,0.3269998680201166,1.0
